451,6024,4
451,563,1
451,5568,1
451,8301,1
451,3952,3
262,6009,2
262,5311,1
262,7242,1
262,7357,2
262,5818,2
262,1932,3
262,3369,3
262,7547,3
262,6461,2
262,8383,3
451,4823,4
451,3863,1
451,767,4
451,3903,3
451,1271,2
451,6476,2
451,1961,2
451,492,2
451,7479,1
451,2123,3
528,4787,3
528,3935,2
528,3321,1
528,6223,3
528,7597,3
528,1328,3
528,7914,1
528,1969,3
528,1481,3
528,338,3
528,5542,2
21,3613,4
21,1910,1
21,2961,1
21,3059,4
21,2310,3
21,1861,4
528,744,4
21,3544,4
528,7376,2
21,4046,3
528,3134,3
21,2182,3
528,4649,4
21,2273,1
528,641,1
528,1931,1
528,7409,2
528,7515,2
21,4481,3
21,5666,2
21,7917,2
21,8579,1
21,2985,2
528,612,2
528,2141,1
528,1215,4
21,7146,3
528,6090,3
21,2031,2
528,4135,3
21,6171,4
528,7527,1
21,5083,3
528,5885,2
21,3217,2
528,7239,1
262,7710,3
528,7067,3
262,6901,3
528,6754,1
262,1937,4
528,1999,4
262,4330,2
528,871,2
262,3381,4
262,376,2
262,4638,2
262,6962,3
262,4372,3
21,3387,1
21,5360,3
21,3899,3
21,5661,3
262,6421,1
528,4873,2
21,6043,2
528,6366,2
21,2056,1
528,3162,2
21,1868,3
528,84,2
21,7078,4
528,3229,1
21,7651,3
528,1500,4
21,3740,2
528,8465,2
262,1259,3
528,3353,1
262,325,4
262,2658,1
262,8260,1
262,6680,2
262,5895,2
262,1951,4
262,6630,1
450,2480,1
450,645,2
450,1333,3
450,4149,3
450,6536,4
450,500,2
450,2106,3
450,6193,1
21,4077,3
21,920,4
21,291,2
528,346,3
528,4620,1
262,5267,3
528,2315,2
21,5994,2
262,2846,3
528,5863,2
21,7222,4
528,581,2
21,576,3
528,547,3
21,1176,1
528,822,3
21,8670,4
528,4911,4
21,2628,1
528,4980,1
21,2646,2
528,1540,4
528,5356,3
262,8029,1
528,7112,4
262,2342,1
262,2204,2
262,6231,4
262,755,3
262,6004,4
21,8166,2
262,7155,2
450,6002,1
450,2812,2
450,5842,2
450,5524,2
450,3922,2
450,612,1
450,206,3
450,4167,1
450,6599,3
21,1392,4
450,4500,4
21,676,3
450,4079,1
528,1241,1
21,1386,1
262,780,4
528,4173,1
21,424,2
262,1430,4
528,3111,4
21,8075,3
262,5462,4
528,2030,2
21,6304,2
528,1225,2
21,2794,2
528,5990,4
21,8273,1
528,353,2
21,24,4
528,8519,4
21,1067,1
528,2878,3
21,3011,2
21,7736,1
21,546,1
21,451,4
21,51,1
21,3898,2
21,2506,3
21,5226,2
21,2583,2
21,4534,4
21,8430,2
21,2435,1
21,1082,4
21,3536,1
21,8419,4
21,3687,3
21,4711,4
21,6650,1
21,3552,2
21,2746,2
21,2245,2
21,179,3
21,7003,4
21,8405,2
21,6180,3
21,680,2
21,37,3
21,246,2
21,2256,3
21,3311,1
21,7338,3
21,5186,1
21,715,4
22,1854,1
22,7472,3
22,4596,4
22,2983,2
22,7916,4
21,1446,4
21,1212,4
21,5135,3
21,2088,3
22,8376,1
22,5729,3
22,7767,1
22,8280,3
22,729,1
22,1220,2
22,5118,3
262,5140,4
262,2486,3
262,8497,4
262,3414,1
262,7817,3
262,2807,2
262,2134,1
262,7090,3
262,8086,1
262,1466,3
262,5873,2
262,6238,3
262,8424,1
262,4609,2
262,8015,1
262,7060,3
262,988,2
262,5374,1
262,5352,1
262,8367,4
262,6669,4
262,7810,1
262,1885,2
262,1558,3
262,3210,2
262,6925,4
262,5360,2
262,7394,4
262,8646,1
262,6129,4
262,4298,2
262,4949,3
262,4496,2
262,3266,2
262,8357,3
452,6031,2
262,4145,1
452,3384,1
262,5230,2
452,6597,4
452,8387,4
452,8372,2
452,3981,3
452,8028,1
452,6416,2
452,7982,3
452,2827,1
262,2341,2
262,8671,2
262,7593,4
1,1348,4
1,4881,4
1,2450,2
1,7069,2
262,6333,3
1,5706,4
262,5959,4
1,7831,4
262,2082,1
452,8497,4
1,3874,4
262,2563,3
452,7355,2
1,3101,3
262,6387,2
452,4673,3
1,6027,3
262,7569,1
452,3803,4
1,7765,1
452,8589,3
452,5070,2
452,7396,2
452,1811,1
452,5632,3
452,6209,2
262,5646,4
262,6092,2
262,3691,2
262,3802,1
2,4130,3
2,1900,2
2,8705,1
2,2864,2
2,4726,4
2,6857,1
262,5768,3
452,5191,2
2,8638,3
262,264,4
452,309,3
2,6278,3
262,1288,2
452,809,4
2,2473,3
262,3516,4
452,6050,3
2,5113,3
262,3033,1
452,6650,1
452,5986,4
452,3779,4
452,4640,1
452,6623,4
452,5907,4
262,876,2
262,3810,4
262,8709,3
262,5405,1
262,5336,4
2,5856,1
2,1213,4
2,3636,1
2,7214,4
2,2876,1
2,4562,4
452,3510,4
2,4571,4
452,5040,4
2,7573,4
262,2356,3
452,8271,1
2,4026,1
262,5091,1
452,2979,4
2,4498,3
262,1700,4
452,4460,4
262,4997,3
452,4647,1
452,8389,1
452,2221,2
452,4824,3
452,5392,3
262,6565,3
262,2167,1
262,4575,3
262,6030,1
2,6014,3
262,4152,2
2,6065,3
262,8010,2
2,1712,1
2,6008,2
2,6654,2
2,5776,3
452,1951,1
2,5995,2
452,7293,3
2,2852,1
452,93,1
2,5460,1
452,7944,1
2,6661,3
262,597,2
452,5081,4
262,2016,2
452,1174,3
262,4913,1
452,4633,1
452,1550,3
452,1823,2
452,532,2
262,5444,2
262,3022,2
262,6158,3
2,5216,2
262,5779,2
2,4298,2
262,2335,1
2,7011,4
262,3965,1
2,2460,1
262,2446,4
2,7469,1
2,5501,1
452,896,1
2,1702,1
452,3104,4
2,8244,2
452,7525,3
2,903,1
452,5220,4
2,6979,2
452,1505,1
452,4111,3
262,2010,2
452,7016,4
262,7306,2
452,6567,1
452,355,2
452,5462,2
262,3408,2
262,2711,3
2,7590,2
262,1203,3
2,4547,1
262,1371,2
2,1060,4
262,4583,3
2,6396,4
262,4805,4
2,8376,2
262,3545,1
2,3470,1
262,5121,3
2,1428,4
2,3504,2
2,6891,1
2,2749,2
262,8549,1
262,4093,3
262,425,3
2,602,3
262,8409,2
2,7245,1
262,3282,4
2,4773,2
262,6371,3
2,6875,4
262,3731,3
2,8534,4
262,5812,1
2,2890,2
262,5152,3
2,1399,3
262,2831,1
2,3762,3
2,2808,2
2,7958,1
262,7815,1
262,8529,2
2,2758,2
262,222,1
2,5102,4
262,2698,2
2,7675,1
262,1476,3
2,1508,4
262,6101,2
2,3563,4
262,3240,1
2,2159,4
262,3629,3
2,4516,1
262,72,4
2,163,3
262,3687,4
2,6289,3
2,5014,4
2,4605,3
2,7065,1
2,758,1
2,1667,3
2,5004,4
2,5857,3
3,2924,1
3,6858,1
3,6725,2
3,7986,3
22,8085,2
22,5201,4
22,7645,4
22,2719,1
22,297,4
22,7154,2
22,3343,1
22,1521,1
22,5014,1
22,8,2
22,4728,1
22,412,3
22,7022,4
22,5652,4
22,3011,1
22,8430,2
22,6076,4
22,8241,3
22,4672,4
22,6629,4
22,1790,4
22,6376,2
22,4902,1
22,8623,1
22,4290,2
22,6686,2
22,3193,1
22,3093,4
22,3988,1
22,2758,2
451,8355,2
451,2464,3
451,6372,1
451,658,3
451,1136,3
451,7676,3
451,125,3
22,2780,3
22,311,4
22,7621,4
22,8396,1
22,5322,1
22,7336,1
22,655,3
22,220,3
22,725,4
22,7121,2
451,7406,4
451,5921,1
451,3580,2
451,3999,1
451,3806,3
451,1060,4
451,6581,1
451,4769,4
22,2163,1
451,5680,3
22,1171,3
451,2576,1
22,1275,3
451,3539,4
22,8036,2
22,4415,3
22,2355,4
22,5325,2
22,1453,3
22,6858,4
22,4067,4
22,2777,1
451,7014,2
451,4838,3
451,5620,1
451,4853,2
451,4212,1
451,7572,3
451,3616,1
451,4863,1
451,7604,4
22,3623,1
451,2721,1
22,5647,4
451,8380,2
22,7557,2
22,6107,2
22,8648,4
22,2772,4
22,1778,1
22,110,2
22,3918,3
22,3398,4
262,8239,3
262,4316,1
262,7920,4
262,1030,2
262,7248,1
262,5097,3
22,2478,2
262,7609,3
451,4390,1
22,2949,3
262,7575,3
451,4147,3
452,8337,3
452,2280,3
452,8630,1
452,6966,3
452,8554,2
452,5724,2
452,3635,3
452,1720,4
22,3850,4
451,8154,4
22,8146,2
262,4374,1
22,3034,2
262,63,2
22,8021,3
22,1988,2
22,462,3
22,4620,1
22,4042,2
22,1849,3
22,8378,2
22,773,4
22,4756,3
22,2771,2
22,7065,2
22,2655,3
22,4988,2
22,6678,4
22,7413,2
22,6973,3
22,8245,1
22,184,2
22,2618,4
22,2354,3
22,6752,2
22,4473,2
22,3138,4
22,807,2
22,2347,4
22,1985,2
22,7433,4
22,6364,4
22,4904,4
22,5337,2
22,5405,1
22,4539,2
22,1512,2
22,602,4
262,7546,4
262,738,4
262,7869,2
262,4749,4
262,8445,4
262,3658,2
262,2465,2
262,324,3
262,6351,2
262,8565,3
152,3516,4
152,6021,4
152,7375,3
152,4717,1
152,8328,3
152,1576,3
152,5224,2
152,709,2
152,1345,2
152,2861,4
262,7596,3
262,8622,3
262,2485,2
262,987,1
262,2045,3
262,254,3
262,2883,2
262,8278,1
262,2027,1
262,6010,2
262,7879,3
262,4911,1
262,205,1
262,323,2
262,3273,3
262,1267,1
262,7078,3
262,902,1
262,3217,4
262,2325,4
262,3632,1
262,4956,4
262,545,4
262,1130,2
262,3682,4
262,7562,3
262,7287,2
262,1648,4
262,571,4
262,7271,4
262,475,2
262,6097,1
262,1494,4
262,5932,4
262,1457,4
262,5542,2
262,1656,4
262,5215,2
262,6409,2
262,2433,3
452,2664,4
452,916,4
452,7188,3
452,6943,4
452,1439,1
452,4250,1
452,5301,3
452,7045,4
452,6108,1
452,8414,3
262,7320,3
262,620,2
262,8432,3
452,8581,1
262,533,3
452,2204,1
262,1285,4
452,3265,2
262,7687,1
452,2753,2
262,4807,1
452,3277,3
452,2795,4
452,5187,3
452,1700,4
452,8308,1
452,1788,2
262,4653,2
262,485,2
262,1068,4
262,1379,2
452,7546,1
262,6402,2
452,5467,2
262,5853,3
452,7110,4
262,4185,4
452,1442,2
262,2576,2
452,8410,4
262,6989,3
452,3836,4
452,1328,2
452,785,3
452,3199,4
452,4060,4
262,1345,1
262,4113,2
262,7570,3
262,6532,2
452,8539,3
452,2675,3
262,5447,4
452,1832,2
262,97,3
452,52,3
262,5912,2
452,928,4
262,3349,3
452,7904,1
262,7474,1
452,1769,3
452,189,2
452,7992,3
452,7701,2
262,6753,2
262,592,4
262,1265,2
262,5499,4
262,4451,2
262,573,3
262,2705,3
262,2229,4
262,934,2
262,2015,3
262,3281,4
262,4475,3
262,7838,2
262,43,2
262,6452,2
262,8272,4
262,7837,1
262,1527,1
262,6764,1
262,2826,4
262,3660,4
262,2974,3
262,4160,2
262,8664,3
262,7047,2
262,7020,3
262,4084,3
262,5857,2
262,2496,3
262,7495,3
262,1229,2
262,805,1
262,2836,1
262,3988,2
262,2665,1
262,849,2
22,8041,2
262,158,2
22,3478,3
22,7237,3
22,1362,1
22,2623,3
22,2022,2
22,7509,3
22,4957,2
262,2180,2
262,4443,1
262,2527,3
262,6425,2
262,4520,2
262,7320,1
22,3357,4
262,3588,2
22,2130,4
262,7408,1
22,7947,4
22,8639,2
22,6322,1
22,1977,1
22,8104,2
22,3040,1
22,7827,1
22,6440,4
22,293,4
22,3274,3
22,5835,4
22,4610,1
22,5948,4
22,4900,3
22,2099,2
22,4707,1
22,1995,3
22,5108,2
22,8148,1
22,6915,4
452,8454,3
452,7086,4
452,8704,2
452,4934,4
452,4656,3
452,52,4
22,6948,3
22,7267,2
22,5695,1
22,6954,1
22,5573,3
22,1180,1
22,3634,1
22,3655,3
22,2327,4
22,2891,3
452,1141,3
452,4916,2
452,6849,2
452,8451,1
452,4454,2
452,5762,1
452,1730,3
22,6584,3
452,911,2
22,7171,3
452,6781,3
22,8024,1
452,7054,1
22,6271,1
452,3484,2
22,2457,1
22,7549,2
22,4052,2
22,3625,1
22,8120,3
22,84,2
452,8007,3
452,4999,3
452,2552,4
452,2001,1
452,903,1
452,6065,3
452,649,4
452,8378,4
22,2156,4
452,2796,4
22,674,4
452,6976,2
22,786,1
452,2176,4
22,1398,1
22,1025,3
22,7055,3
22,5252,4
22,3336,2
22,6868,3
22,8004,1
22,2720,2
452,2463,2
452,1943,1
452,6125,4
452,8512,2
452,962,1
452,1523,3
452,2565,2
452,2364,2
452,5106,4
22,8440,3
452,739,1
22,2773,2
452,6643,3
22,3501,1
22,5505,2
22,4608,3
22,6628,1
22,8451,1
22,737,2
22,4192,2
22,8212,4
22,7653,4
452,5644,4
22,4974,3
452,1557,4
452,5982,4
452,8611,4
452,235,3
452,6338,1
452,5231,4
452,1872,3
452,2004,3
452,7819,4
22,8651,2
452,5597,3
22,6374,1
22,243,3
22,7040,2
22,4690,2
22,5236,4
22,4375,3
22,3990,2
22,4821,4
22,2695,3
452,3456,3
22,4930,2
452,5619,4
22,2975,1
452,7235,3
452,4753,2
452,6279,1
452,1329,2
452,7905,2
452,4327,2
452,8505,4
452,7882,1
22,3451,2
22,5418,2
22,243,1
22,1396,2
22,1719,1
22,6592,4
22,7426,2
22,4314,4
22,7451,2
22,2105,3
22,1031,3
22,6653,2
22,8605,2
22,3193,2
22,6857,4
452,1024,2
452,7890,3
452,7210,3
452,7089,3
452,6175,2
452,210,3
452,7874,2
452,2410,1
452,2545,2
452,6633,4
452,1390,4
452,8409,3
452,4969,3
452,4432,3
452,3913,4
152,5649,4
152,5203,4
624,8044,2
263,4776,3
263,2708,1
152,7758,1
624,2613,1
152,7457,2
624,1537,2
152,219,2
624,2844,2
152,4743,1
624,7110,4
152,8065,1
624,4774,4
152,6614,3
624,2456,4
152,5474,4
624,1274,2
152,2238,2
624,4789,4
624,376,4
263,6592,4
263,4834,1
263,4907,1
263,6915,2
263,5992,3
263,5,1
263,374,2
263,3754,2
153,4568,2
624,6154,1
624,3731,3
263,7177,3
152,3068,4
624,7590,3
152,2800,2
624,1437,3
152,6994,1
624,3452,4
152,6507,1
624,6392,4
152,2115,1
624,198,1
152,6670,3
624,3256,1
152,6931,3
624,2699,4
153,8395,3
624,5643,1
263,3635,2
152,7091,4
263,7449,1
263,8021,2
263,5797,3
263,6099,3
263,1495,3
263,7209,4
263,3374,2
263,4685,1
624,5867,2
624,98,1
624,4413,1
624,8322,3
624,3794,4
624,2705,3
624,2425,2
263,2193,4
263,4395,1
624,6055,4
624,3136,2
624,1276,3
263,5585,2
263,4061,1
263,2100,2
263,8169,1
263,169,3
263,7537,4
263,4497,1
263,1702,4
152,912,1
152,3528,4
152,3479,3
624,7090,3
152,6977,3
624,4950,4
152,1149,4
624,4190,1
152,6295,4
624,5302,4
152,195,2
624,7191,3
152,1269,1
624,938,3
152,8289,4
624,4777,4
152,4141,4
624,5101,4
263,1686,2
263,820,2
263,7717,1
624,6099,2
624,1787,4
263,41,2
263,401,2
263,1183,4
263,3643,4
263,3797,4
263,4065,4
263,7260,3
624,5265,2
624,196,2
624,209,4
624,2731,2
624,307,1
263,2662,2
624,1908,4
263,1149,1
624,1025,1
263,120,2
624,7171,3
263,968,4
624,3815,2
624,5076,1
263,6873,1
263,1505,3
263,2718,3
263,2305,4
263,5617,2
263,7529,4
624,2343,3
624,5306,1
624,7128,3
624,3566,1
624,5277,2
624,664,2
263,5529,4
624,5063,2
263,1603,4
624,2500,4
263,8210,3
624,1209,4
263,2507,2
624,8381,1
263,5590,1
263,5650,2
263,6261,4
263,4631,1
263,743,4
263,5844,1
263,2708,2
263,5060,4
263,4542,3
263,8480,4
263,6868,2
263,2887,3
263,708,2
263,6602,4
263,39,2
263,2166,2
452,7222,1
452,5616,1
452,2845,1
452,5313,1
452,4703,3
152,7684,4
452,1622,1
152,3014,1
452,6965,3
152,4765,3
452,1404,2
452,7257,2
452,4263,2
152,5978,2
152,2177,2
152,5772,2
152,3063,1
152,3144,1
152,5140,3
152,7559,4
452,74,1
452,7145,4
452,5252,4
452,2102,4
452,3102,4
452,3341,4
152,3278,4
452,5583,3
152,573,4
452,593,2
452,6025,2
452,6638,3
152,4960,2
152,4611,2
152,1668,4
152,3505,1
152,1000,1
152,7630,2
152,3279,1
152,4643,3
152,3735,4
152,979,2
152,630,3
152,310,4
152,8374,1
152,1936,1
152,7687,3
152,6727,4
152,3702,3
152,306,3
263,7235,4
263,2082,4
263,7292,2
263,3652,2
263,254,4
263,4035,3
152,6946,1
152,2730,4
152,1748,2
152,1728,3
152,6015,4
152,2612,3
152,1664,4
152,8600,4
152,5218,3
152,7293,1
263,2359,2
263,7799,4
263,2947,1
263,7234,4
624,1656,2
263,8342,3
263,8147,2
624,139,4
263,6956,2
624,6944,2
263,1776,4
624,4691,4
263,3311,1
624,2088,1
152,3108,4
624,7098,3
152,1388,4
624,4766,2
152,6415,1
624,5305,3
152,449,3
624,6010,3
152,1509,1
152,8660,1
152,5444,4
624,7579,4
152,3209,2
152,1651,3
152,5500,3
263,5647,1
263,4411,1
263,6157,3
263,3019,2
263,3938,1
624,6047,1
624,3082,3
263,4799,4
624,4055,3
263,2181,4
624,5774,4
263,4386,1
624,2140,1
263,7330,2
624,2922,2
152,8536,2
624,5420,2
152,2552,2
624,1093,2
152,1657,3
624,4356,4
152,2795,2
624,2111,4
152,5879,1
152,5171,1
152,7624,4
152,633,2
152,1622,1
152,5033,4
263,3864,3
263,8333,1
263,7819,4
263,1197,3
263,451,1
263,4053,3
152,3822,1
624,7826,3
263,4452,2
624,7797,1
263,5890,1
624,3979,4
263,580,2
152,4268,4
624,170,3
152,4954,2
624,2746,4
152,3563,4
624,6895,1
152,3108,2
624,7362,3
152,7827,1
152,6669,4
624,7713,2
152,4612,3
624,3706,2
152,1236,1
624,1930,4
152,4242,1
263,7662,2
263,7434,1
263,7537,2
263,5106,2
263,2913,2
263,497,3
263,365,2
624,5671,3
624,1015,2
262,5577,4
624,5355,1
262,5924,4
624,1212,2
152,8038,1
624,4983,3
152,4472,3
624,7543,2
152,7286,2
624,1527,1
152,5613,2
624,5660,1
152,7842,1
152,8447,4
152,8714,2
624,2553,3
152,826,2
624,5918,1
152,4856,3
152,2783,1
262,42,1
262,3978,1
262,6411,3
262,6680,1
262,5516,3
262,1034,3
262,8053,4
263,7642,1
452,2171,2
452,7716,4
452,3237,2
452,2171,1
452,2713,4
452,4885,3
452,2232,4
452,3670,4
452,4864,1
452,1893,3
452,6384,1
452,4810,3
452,820,2
452,7059,3
452,876,2
452,6550,3
452,4593,4
452,7680,2
452,5066,2
452,3138,3
452,6287,1
452,71,3
452,1560,1
452,5318,4
452,7388,3
452,3978,2
452,4362,1
452,5196,4
452,7387,3
452,914,1
452,446,3
452,8661,4
452,1745,2
452,3110,2
452,1804,3
452,6226,3
452,1393,2
452,3347,1
452,2911,4
452,8726,2
452,2036,4
452,162,4
452,4318,2
452,3710,2
452,5697,4
452,7958,1
452,159,4
452,7146,3
452,1139,3
452,32,3
452,57,2
452,7754,4
452,5284,4
452,6343,4
452,391,4
452,1856,4
452,6569,2
452,989,2
452,787,1
452,5665,3
452,416,3
452,1498,3
452,3588,3
152,295,3
452,3461,1
452,3562,1
452,3156,2
452,882,2
452,574,2
452,2293,3
452,1796,2
152,2741,4
152,1929,3
152,6490,2
152,4959,1
152,5864,4
152,3143,2
152,3419,3
152,7659,2
152,1555,2
452,4560,1
452,996,2
452,5070,1
452,5944,4
452,4043,2
452,5460,3
452,2169,2
452,2699,4
452,4895,2
452,2096,1
264,7902,3
264,1713,2
264,5657,4
265,4894,2
265,2249,4
265,6500,3
265,6456,3
264,7375,3
264,6493,4
264,1664,2
452,295,4
452,8374,1
452,856,4
452,5011,4
452,6459,4
452,3529,4
452,4768,3
452,4503,3
452,7460,3
452,7239,2
452,7864,2
452,6233,4
452,8322,1
452,4490,2
452,5603,1
452,2567,3
452,6460,3
452,7017,3
452,4377,1
452,6114,2
452,2946,4
452,5470,4
452,5538,2
452,3496,1
452,2360,2
452,5749,2
452,4690,2
452,6692,3
452,7018,3
452,6267,2
452,3788,4
452,2998,2
452,7401,3
452,2137,3
452,6942,4
452,945,3
155,6899,4
265,1576,2
265,3070,2
265,2761,2
155,4634,1
624,575,2
155,4742,1
624,2270,2
155,5620,3
624,3445,4
155,5920,1
624,1085,2
155,4603,1
624,5614,3
155,5685,2
624,4002,1
155,8203,3
624,6461,3
155,7612,3
624,6024,1
624,1350,1
624,7065,1
155,6505,2
265,7502,2
265,580,1
265,4559,2
265,1750,4
265,6071,3
265,3623,3
265,2283,4
624,4040,2
265,7008,4
265,5252,3
155,2750,3
624,555,3
155,1253,2
624,7444,4
155,7965,4
624,5646,1
155,5370,4
624,7013,4
155,5343,3
624,7161,4
155,6060,3
624,8225,1
155,3950,3
624,5705,1
155,4669,1
624,5728,2
624,2295,3
155,5181,1
155,7077,4
265,5492,4
265,421,3
265,7327,2
265,3829,3
265,8137,2
265,5863,2
265,5773,1
265,7132,4
155,5532,1
155,5609,1
155,6935,4
265,3005,3
624,1154,3
155,5320,3
624,8269,4
155,2950,2
155,280,3
155,1778,3
624,3428,4
155,4681,1
624,7598,4
155,6668,4
624,7816,1
155,6555,2
624,2395,3
265,6997,2
624,3516,3
624,3184,2
624,6660,4
624,2074,1
265,926,3
265,3584,2
265,1544,3
265,2879,3
265,2298,1
265,2179,3
265,279,4
265,4438,2
155,4281,1
155,6850,4
155,6098,2
624,7793,2
155,3906,1
624,5669,2
155,4550,2
624,6436,1
155,4328,3
155,6796,4
624,3473,2
155,8676,1
624,6485,3
155,4935,4
624,6334,4
155,7401,4
624,1141,2
265,6464,1
265,7201,2
624,5233,2
624,5939,1
624,7596,1
265,7814,1
265,3841,2
265,1593,2
265,1332,1
265,3160,2
265,2195,3
265,4338,2
265,6866,3
265,4491,4
265,4582,2
265,1160,1
265,1909,2
265,2689,3
265,5265,3
265,6710,3
265,100,1
265,7820,4
265,2034,3
155,6439,3
155,5495,3
155,3238,2
155,6001,3
154,7096,4
154,2167,4
154,1515,3
154,1638,1
154,6445,1
155,7378,4
265,2490,3
265,8102,3
265,60,1
265,8076,2
265,3651,1
265,1707,3
265,4415,2
265,3176,1
265,727,2
265,8112,2
265,4714,3
265,4739,3
265,3427,1
265,8273,2
265,6547,1
265,938,1
265,1793,2
265,446,4
265,7118,4
265,6609,1
265,5198,3
265,2508,1
265,1921,2
265,3149,2
265,8328,4
265,5662,1
265,2681,4
265,4451,3
265,3869,2
265,2326,4
154,4996,4
154,1437,1
154,8288,2
154,2802,4
154,5229,4
154,7428,1
154,7107,1
154,1622,3
154,3645,1
154,2069,1
624,2188,3
624,368,4
624,3843,2
624,671,4
624,795,4
624,1861,1
153,1183,1
624,2267,2
153,218,1
624,1402,1
153,3959,1
624,3954,2
154,6638,2
624,6003,3
153,4707,3
153,5400,1
153,7198,2
153,7006,2
153,4920,3
153,636,2
624,1815,1
624,6442,1
624,4607,1
624,689,4
624,8180,4
624,1868,4
624,3314,2
154,242,2
154,7349,3
624,8036,4
154,7786,2
624,5345,1
624,2387,1
154,4271,4
154,3832,2
154,2797,2
154,536,4
154,8558,2
154,7894,1
154,4087,4
624,5324,2
624,1985,4
624,1823,3
624,2345,3
153,5839,2
624,6815,3
153,6734,1
624,4054,4
153,5956,1
624,7346,2
153,2240,3
624,3134,1
153,7047,2
153,4785,2
624,4241,2
624,5026,4
153,5778,3
153,5334,3
153,3280,2
153,2819,1
624,6561,4
264,4416,4
264,5775,3
624,7546,4
264,6090,1
624,7251,3
264,8227,2
624,756,2
264,5501,4
624,2419,1
153,3778,3
624,6319,4
153,7020,1
624,2487,2
153,4141,4
624,2402,2
153,1746,2
624,3613,2
153,8515,3
624,2559,2
153,6044,1
153,1841,1
153,4958,4
153,3485,3
153,2667,3
264,2655,1
264,4079,1
264,4972,3
264,3302,1
264,3565,4
264,2832,4
624,6047,2
264,2200,2
624,8477,2
264,6166,4
264,6741,4
153,7176,4
624,7158,4
153,4589,1
624,5527,3
153,2419,3
624,3706,3
153,5362,3
624,7172,3
153,57,4
624,6238,1
153,8349,3
624,8171,2
153,7662,1
624,5465,3
153,5500,1
624,6317,4
153,2097,1
153,230,1
264,6294,2
264,3259,4
264,5407,3
264,2157,2
264,2258,2
264,270,1
